Sentence #,Word,Tag
259,ලෙස,OTHER
259,බුද්ධත්වයෙන්,OTHER
259,අටවැනි,OTHER
259,වර්ෂයේ,OTHER
259,වෙසක්,DATE
259,පෝදිනක,DATE
259,පන්සියයක්,OTHER
259,රහතන්,OTHER
259,වහන්සේලා,OTHER
259,සමඟ,OTHER
259,කැලණියට,LOCATION
259,බුදුන්,PERSON
259,වහන්සේ,PERSON
259,වැඩම,OTHER
259,කළා.,OTHER
260,බුදුන්වහන්සේ,PERSON
260,මෙම,OTHER
260,ගමනේ,OTHER
260,දී,OTHER
260,කැලණි,LOCATION
260,නදියෙන්,OTHER
260,ජලස්නානය,OTHER
260,කොට,OTHER
260,ගඟ,OTHER
260,අසබඩ,OTHER
260,ශ්‍රී,OTHER
260,පාද,OTHER
260,ලාංඡනය,OTHER
260,පිහිට,OTHER
260,වූ,OTHER
260,බව,OTHER
260,පූජාවලියේ,OTHER
260,ද,PERSON
260,සඳහන්,OTHER
260,වෙන,OTHER
260,කරුණක්.,OTHER
260,වර්තමාන,OTHER
260,සෑය,OTHER
260,පිහිටි,OTHER
260,තැන,OTHER
260,වැඩ,OTHER
260,හිඳ,OTHER
260,මහ,OTHER
260,රහතුන්,OTHER
260,සමඟ,OTHER
260,දන්,OTHER
260,"වළඳා,",OTHER
260,මණිඅක්ඛිත,PERSON
260,නාරජුන්,OTHER
260,ඇතුළු,OTHER
260,පිරිසට,OTHER
260,දහම්,OTHER
260,දෙසා,OTHER
260,තිබෙනවා.,OTHER
260,දම්,OTHER
260,දෙසීමට,OTHER
260,වැඩ,OTHER
260,සිටි,OTHER
260,රත්න,OTHER
260,මණ්ඩපයෙහි,OTHER
260,මණිපල්ලංකය,OTHER
260,තැන්පත්,OTHER
260,කර,OTHER
260,පළමු,OTHER
260,"ස්ථුපයත්,",OTHER
260,ජලස්නානය,OTHER
260,සඳහා,OTHER
260,පොරවූ,OTHER
260,ජලසාටකය,OTHER
260,තැන්පත්,OTHER
260,කර,OTHER
260,දෙවන,OTHER
260,ස්තූපයක්ද,OTHER
260,කරවූ,OTHER
260,බවත්,OTHER
260,සෙල්ලිපිවල,OTHER
260,සඳහන්,OTHER
260,වෙන,OTHER
260,කරුණක්.,OTHER
261,සෙල්ලිපිවල,OTHER
261,සඳහන්,OTHER
261,කැලණිය,LOCATION
262,අනුරාධපුර,LOCATION
262,යුගයේ,OTHER
262,මුල්,OTHER
262,කාලයේ,OTHER
262,පටන්,OTHER
262,කැලණිය,LOCATION
262,වාණිජ,OTHER
262,නගරයක්,OTHER
262,ව,PERSON
262,පැවති,OTHER
262,බවට,OTHER
262,සාධක,OTHER
262,පවතිනවා.,OTHER
262,කැලණි,LOCATION
262,විභිෂණ,PERSON
262,දේවාලය,OTHER
262,අසල,OTHER
262,සවි,OTHER
262,කර,OTHER
262,ඇති,OTHER
262,10,OTHER
262,වැනි,OTHER
262,සියවසට,OTHER
262,අයත්,OTHER
262,පුවරු,OTHER
262,ලිපියෙහි,OTHER
262,සෙනෙවිරත්දීපය,LOCATION
262,යනුවන්,OTHER
262,එම,OTHER
262,වෙළෙඳපොළ,OTHER
262,හඳුන්වා,OTHER
262,තිබෙනවා.,OTHER
262,එම,OTHER
262,පුවරු,OTHER
262,ලිපියේ,OTHER
262,බුදුන්,PERSON
262,වහන්සේගේ,PERSON
262,කැලණි,LOCATION
262,"ගමනත්,",OTHER
262,සිවුරු,OTHER
262,දාගබ,OTHER
262,ගැනත්,OTHER
262,සඳහන්,OTHER
262,වෙනවා.,OTHER
262,එම,OTHER
262,සෙල්ලිපියේ,OTHER
262,‘‘උදකස්දා’’,OTHER
262,යනුවෙන්,OTHER
262,තිබූ,OTHER
262,වැකිය,OTHER
262,කිය,OTHER
262,වූ,OTHER
262,මහාචාර්ය,PERSON
262,සෙනරත්,PERSON
262,පරණවිතාන,PERSON
262,ඉන්,OTHER
262,අදහස්,OTHER
262,වන්නේ,OTHER
262,දිය,OTHER
262,නෑම,OTHER
262,සඳහා,OTHER
262,භාවිත,OTHER
262,කළ,OTHER
262,‘‘චීවර,OTHER
262,ධාතුව’’,OTHER
262,බවට,OTHER
262,අර්ථ,OTHER
262,දක්වා,OTHER
262,තිබෙනවා.,OTHER
262,සෙල්ලිපියේ,OTHER
262,මෙසේ,OTHER
262,ද,LOCATION
262,සඳහන්,OTHER
262,වෙනවා:,OTHER
263,‘‘වදාළ,OTHER
263,හෙයින්,OTHER
263,කැලණි,LOCATION
263,රජමහා,LOCATION
263,වෙහෙ,LOCATION
263,උදකස්දා,OTHER
263,නින්දා,OTHER
263,මඟුල්,OTHER
263,දා,OTHER
263,ගැබිහි,OTHER
263,බද,OTHER
263,මුල්,OTHER
263,ගුණ,OTHER
263,සමමෙ,OTHER
263,වෙහෙර්,OTHER
263,සෙනෙවිරද්,OTHER
263,පදිය,OTHER
263,වසමට,OTHER
263,දෙනුකොට,OTHER
263,ඉසා’’,OTHER
264,එහි,OTHER
264,අරුත,OTHER
264,නම්,OTHER
264,රජතුමා,OTHER
264,නියම,OTHER
264,කළ,OTHER
264,බැවින්,OTHER
264,කැලණි,LOCATION
264,රජමහා,LOCATION
264,විහාරයෙහි,LOCATION
264,ජල,OTHER
264,සාටිකා,OTHER
264,ධාතුව,OTHER
264,(දියනෑමට,OTHER
264,භාවිත,OTHER
264,කළ,OTHER
264,සිවුර),OTHER
264,නිදන්,OTHER
264,කළ,OTHER
264,මංගල,OTHER
264,මහා,LOCATION
264,ස්තූපයෙහි,OTHER
264,පහන්,OTHER
264,පූජාව,OTHER
264,පැවැත්වීම,OTHER
264,පිණිස,OTHER
264,රුවන්වැලි,LOCATION
264,සෑයට,LOCATION
264,අයත්,OTHER
264,ව,LOCATION
264,මුල,OTHER
264,සිට,OTHER
264,පැවැති,OTHER
264,ප්‍රදේශය,OTHER
264,මෙම,OTHER
264,විහාරයෙහි,LOCATION
264,සෙනෙවිරත්,OTHER
264,පදවියේ,OTHER
264,ප්‍රදේශ,OTHER
264,පාලනයට,OTHER
264,දෙනු,OTHER
264,පිණිස’’,OTHER
264,යන්න,OTHER
264,යි.,OTHER
265,ක්‍රිස්තු,DATE
265,වර්ෂ,DATE
265,10,DATE
265,වැනි,DATE
265,සියවසට,DATE
265,අයත්,OTHER
265,විනාශ,OTHER
265,වී,OTHER
265,ගිය,OTHER
265,පුවරු,OTHER
265,ලිපියක,OTHER
265,කියවා,OTHER
265,ගත,OTHER
265,හැකි,OTHER
265,කොටසේ,OTHER
265,මෙසේ,OTHER
265,සඳහන්.,OTHER
266,(එක්තැන්,OTHER
266,සමියෙන්,OTHER
266,වදා)ළෙන්,OTHER
266,ගොරා,OTHER
266,කැලණි,LOCATION
266,වෙහෙර,LOCATION
266,උදකස්,OTHER
266,දා,OTHER
266,කොට්,OTHER
266,මෙ,OTHER
266,සම්වතා,OTHER
266,පහණ්,OTHER
266,අරක්කැමි,OTHER
266,දෙවාල,OTHER
266,හින්ද්වනු,OTHER
266,ලදි…..,OTHER
267,12,DATE
267,වැනි,DATE
267,සියවසේ,DATE
267,පොළොන්නරු,LOCATION
267,යුගයේ,OTHER
267,කීර්ති,PERSON
267,නිශ්ශංකමල්ල,PERSON
267,රජු,OTHER
267,වැඳ,OTHER
267,පුදා,OTHER
267,ගත්,OTHER
267,විහාර,OTHER
267,අතර,OTHER
267,කැලණිය,LOCATION
267,ද,OTHER
267,වන,OTHER
267,බව,OTHER
267,ඔහු,OTHER
267,වෙනත්,OTHER
267,ස්ථානවල,OTHER
267,පිහිට,OTHER
267,වූ,OTHER
267,සෙල්ලිපිවල,OTHER
267,මෙන්,OTHER
267,ම,PERSON
267,මහාවංශයේ,OTHER
267,ද,OTHER
267,සඳහන්,OTHER
267,වෙනවා.,OTHER
267,අනුරාධපුර,LOCATION
267,යුගයට,OTHER
267,අයත්,OTHER
267,සෙල්ලිපි,OTHER
267,කිහිපයක්,OTHER
267,ම,PERSON
267,කැලණියෙන්,LOCATION
267,හමු,OTHER
267,ව,DATE
267,තිබෙනවා.,OTHER
268,එගොඩ,OTHER
268,කැලණිය,LOCATION
268,විල්ගම්මුල,PERSON
268,මාහිමි,PERSON
268,සෙල්ලිපිය,OTHER
269,කැලණිය,LOCATION
269,රජමහා,LOCATION
269,විහාරය,LOCATION
269,පිහිටි,OTHER
269,කැලණි,LOCATION
269,ගං,OTHER
269,ඉවුරේ,OTHER
269,සිට,OTHER
269,එගොඩ,LOCATION
269,ඉවුරේ,OTHER
269,පිහිටියේ,OTHER
269,එගොඩ,LOCATION
269,කැලණිය,LOCATION
269,යි.,OTHER
269,කලකට,OTHER
269,පෙර,OTHER
269,මේ,OTHER
269,විහාර,LOCATION
269,දෙක,OTHER
269,ම,LOCATION
269,පැවතියේ,OTHER
269,එක,OTHER
269,ම,LOCATION
269,විහාරයක්,OTHER
269,ලෙස,OTHER
269,යි.,OTHER
269,එගොඩ,LOCATION
269,කැලණිය,LOCATION
269,විහාරයේ,LOCATION
269,ප්‍රාකාරය,OTHER
269,අසල,OTHER
269,මෙම,OTHER
269,පුවරුලිපියක්,OTHER
269,දැකගත,OTHER
269,හැකි,OTHER
269,යි.,OTHER
269,එය,OTHER
269,පිහිටුවා,OTHER
269,තිබෙන්නේ,OTHER
269,ක්‍රිස්තු,DATE
269,වර්ෂ,DATE
269,1333දි,DATE
269,යි.,OTHER
269,එහි,OTHER
269,අකුරු,OTHER
269,දැන්,OTHER
269,නම්,OTHER
269,බොහෝදුරට,OTHER
269,ගෙවි,OTHER
269,ගොස්,OTHER
269,තිබෙන්නේ.,OTHER
269,මේ,OTHER
269,ලිපිය,OTHER
269,ආගමික,OTHER
269,මෙන්ම,OTHER
269,දේශපාලනික,OTHER
269,අතිනුත්,OTHER
269,වැදගත්,OTHER
269,වන,OTHER
269,ලිපියක්,OTHER
269,බවයි,OTHER
269,විද්වතුන්ගේ,OTHER
269,මතය,OTHER
269,වෙන්නේ.,OTHER
270,මේ,OTHER
270,විහාරයේ,OTHER
270,ජරාවාස,OTHER
270,ව,PERSON
270,පැවති,OTHER
270,"දාගබ,",OTHER
270,පිළිම,OTHER
270,ගෙය,OTHER
270,සහ,OTHER
270,බෝධි,OTHER
270,ප්‍රකාරය,OTHER
270,අලගක්කෝණාර,PERSON
270,නම්,OTHER
270,අමාත්‍යවරයා,OTHER
270,විල්ගම්මුල,PERSON
270,නම්,OTHER
270,හිමියන්ගේ,OTHER
270,අනුශාසනා,OTHER
270,පරිදි,OTHER
270,පිළිසකර,OTHER
270,කරවා,OTHER
270,තිබෙන,OTHER
270,බව,OTHER
270,තමයි,OTHER
270,සෙල්ලිපියේ,OTHER
270,කියවෙන්නේ.,OTHER
270,මේ,OTHER
270,විහාරයට,OTHER
270,කිත්සිරිමෙවන්,PERSON
270,යන,OTHER
270,නම,OTHER
270,පුරාණයේ,OTHER
270,පටන්,OTHER
270,භාවිත,OTHER
270,කළ,OTHER
270,බවත්,OTHER
270,සෙල්ලිපි,OTHER
270,සාධකවලින්,OTHER
270,හෙළි,OTHER
270,වෙනවා.,OTHER
271,කොටස්,OTHER
271,දෙකකින්,OTHER
271,යුක්ත,OTHER
271,වන,OTHER
271,විල්ගම්මුල,PERSON
271,නාහිමිගේ,PERSON
271,සෙල්ලිපියේ,OTHER
271,පළමු,OTHER
271,කොටසේ,OTHER
271,විහාරයේ,OTHER
271,කළ,OTHER
271,ප්‍රතිසංස්කරණ,OTHER
271,කටයුතු,OTHER
271,ගැන,OTHER
271,පේළි,OTHER
271,51,OTHER
271,කින්,OTHER
271,විස්තර,OTHER
271,කෙරෙනවා.,OTHER
272,පින්කමට,OTHER
272,බාධා,OTHER
272,පමුණුවන්නන්,OTHER
272,අපායගාමී,OTHER
272,වන,OTHER
272,බව,OTHER
273,දෙවෙනි,OTHER
273,කොටසේ,OTHER
273,ලියා,OTHER
273,ඇත්තේ,OTHER
273,මේ,OTHER
273,පින්කමට,OTHER
273,බාධා,OTHER
273,පමුණුවන්නන්,OTHER
273,අපායගාමී,OTHER
273,වන,OTHER
273,බව,OTHER
273,යි.,OTHER
273,ඒ,OTHER
273,සඳහා,OTHER
273,තවත්,OTHER
273,අකුරු,OTHER
273,පේළි,OTHER
273,15,OTHER
273,ක්,OTHER
273,භාවිත,OTHER
273,කර,OTHER
273,තිබෙනවා.,OTHER
273,මේ,OTHER
273,පූජාව,OTHER
273,ඉර,OTHER
273,හඳ,OTHER
273,පවතින,OTHER
273,තුරු,OTHER
273,සාංඝික,OTHER
273,දේපළ,OTHER
273,වන,OTHER
273,බවත්,OTHER
273,ඒවා,OTHER
273,පුද්ගලික,OTHER
273,පරිහරණයට,OTHER
273,යොදා,OTHER
273,ගන්නවුන්,OTHER
273,බල්ලන්,OTHER
273,හා,OTHER
273,කපුටන්,OTHER
273,වන,OTHER
273,බවත්,OTHER
273,බලු,OTHER
273,කපුටු,OTHER
273,සංකේතවලින්,OTHER
273,ඉඟිකර,OTHER
273,තිබෙනවා.,OTHER
274,සංඝරාජ,OTHER
274,පදවිය,OTHER
274,හෙබ,OTHER
274,වූ,OTHER
274,ශ්‍රීමත්,OTHER
274,ගඟතලා,OTHER
274,කරඹවලානේ,OTHER
274,ශ්‍රීවන්ත,OTHER
274,විල්ගම්මුල,PERSON
274,මහා,PERSON
274,ස්වාමින්ද්‍රයන්,PERSON
274,වහන්සේ,OTHER
274,වෙත,OTHER
274,කිත්සිරිමෙවන්,PERSON
274,රජ,OTHER
274,දවස,OTHER
274,සිට,OTHER
274,ශාසනික,OTHER
274,හා,PERSON
274,ඥාති,OTHER
274,පරම්පරා,OTHER
274,දහයක්,OTHER
274,පුරා,OTHER
274,කිත්සිරිමෙවන්,PERSON
274,විහාරයේ,OTHER
274,උරුමය,OTHER
274,හිමි,PERSON
274,වී,OTHER
274,පැවති,OTHER
274,බව,OTHER
274,සෙල්ලිපිවල,OTHER
274,සඳහන්,OTHER
274,වෙනවා.,OTHER
274,විල්ගම්මුල,PERSON
274,නායක,PERSON
274,හිමියන්,PERSON
274,කුරුණෑගල,LOCATION
274,රජ,OTHER
274,කළ,OTHER
274,සිව්,PERSON
274,වැනි,PERSON
274,පරාක්‍රමබාහු,PERSON
274,(,OTHER
274,1302—1326),OTHER
274,රජ,OTHER
274,කාලයේ,OTHER
274,කැලණියේ,LOCATION
274,පැවති,OTHER
274,ගතාරා,OTHER
274,පිරිවෙන්පති,OTHER
274,ලෙස,OTHER
274,කටයුතු,OTHER
274,කර,OTHER
274,තිබෙනවා.,OTHER
275,කොත්,OTHER
275,දහතුනක්,OTHER
275,පළඳවන,OTHER
275,ලද,OTHER
275,බෝධි,OTHER
275,ප්‍රාකාරය,OTHER
276,උන්වහස්සේ,OTHER
276,"බෝධිවංශය,",OTHER
276,සඳකිඳුරුදා,OTHER
276,කව,OTHER
276,ඇතුළු,OTHER
276,ග්‍රන්ථ,OTHER
276,කිහියපක්,OTHER
276,ම,PERSON
276,ලියා,OTHER
276,තිබෙනවා.,OTHER
276,කිත්සිරිමෙවන්,PERSON
276,විහාරයේ,OTHER
276,පිළිමගේ,OTHER
276,අසල,OTHER
276,උළුවාසල්,OTHER
276,"තුන,",OTHER
276,"දාගබ,",OTHER
276,බෝධි,OTHER
276,කොටු,OTHER
276,"දෙක,",OTHER
276,පවුරු,OTHER
276,"පදනම්,",OTHER
276,පසු,OTHER
276,දොරටුවේ,OTHER
276,තණගෙවල්,OTHER
276,පහ,OTHER
276,ඇතුළු,OTHER
276,ජරාවාස,OTHER
276,වී,OTHER
276,පැවති,OTHER
276,ඉදිකිරීම්,OTHER
276,තත්කාලීන,OTHER
276,ප්‍රභූ,OTHER
276,පෙළපතක්,OTHER
276,වූ,OTHER
276,නිශ්ශංක,PERSON
276,අලගක්කෝනාර,PERSON
276,අමාත්‍යවරයාගේ,OTHER
276,පරපුරේ,OTHER
276,දසවැන්නා,OTHER
276,වූ,OTHER
276,අලගක්කෝනාර,PERSON
276,අමාත්‍යවරයා,OTHER
276,ලවා,OTHER
276,පිළිසකර,OTHER
276,කරවා,OTHER
276,තිබෙන,OTHER
276,බව,OTHER
276,මෙහි,OTHER
276,විස්තර,OTHER
276,වෙනවා.,OTHER
277,මහා,OTHER
277,බෝධිය,OTHER
277,වටා,OTHER
277,කොත්,OTHER
277,දහතුනක්,OTHER
277,පළඳවන,OTHER
277,ලද,OTHER
277,බෝධි,OTHER
277,ප්‍රාකාරය,OTHER
277,පිළිසකර,OTHER
277,කරවා,OTHER
277,එහි,OTHER
277,මතු,OTHER
277,පැවැත්ම,OTHER
277,පිණිස,OTHER
277,රජ,OTHER
277,අණින්,OTHER
277,පාණබුන්නෙහි,OTHER
277,පොළොන්නරුවෙන්,LOCATION
277,(කොලොන්නාව,OTHER
277,විය,OTHER
277,හැකි,OTHER
277,බව,OTHER
277,මතයයි),OTHER
277,කුඹුරු,OTHER
277,සහ,OTHER
277,"ගෙවතු,",OTHER
277,වන,PERSON
277,"ලැහැබ,",OTHER
277,තුරු,OTHER
277,ලතා,OTHER
277,සහිත,OTHER
277,ව,LOCATION
277,දෙයාල,OTHER
277,පස්,OTHER
277,අමුණක්,OTHER
277,ඉඩකඩම්,OTHER
277,කිත්සිරිමෙවන්,PERSON
277,වෙහෙරට,OTHER
277,පූජා,OTHER
277,කර,OTHER
277,තිබෙන,OTHER
277,අතර,OTHER
277,සේවකයන්,OTHER
277,තිස්,OTHER
277,දෙනකු,OTHER
277,විහාරස්ථානයේ,OTHER
277,කටයුතු,OTHER
277,සඳහා,OTHER
277,පත්,OTHER
277,කොට,OTHER
277,තිබෙනවා.,OTHER
277,එකල,OTHER
277,භික්ෂූන්,OTHER
277,වහන්සේලාට,OTHER
277,බණ,OTHER
277,කීම,OTHER
277,වෙනුවෙන්,OTHER
277,ප්‍රසාදයක්,OTHER
277,ලෙස,OTHER
277,සේවක,OTHER
277,සේවිකාවන්,OTHER
277,පූජා,OTHER
277,කළ,OTHER
277,බවත්,OTHER
277,මේ,OTHER
277,ලිපියෙන්,OTHER
277,කියවෙනවා.,OTHER
278,අට,PERSON
278,වැනි,PERSON
278,වීර,PERSON
278,පරාක්‍රමබාහු,PERSON
278,සෙල්ලිපිය,OTHER
278,–,OTHER
278,කෝට්ටේ,LOCATION
278,යුගය,OTHER
279,කෝට්ටේ,LOCATION
279,යුගය,OTHER
279,වන,OTHER
279,විට,OTHER
279,කැලණි,LOCATION
279,විහාරය,LOCATION
279,සහිත,OTHER
279,කැලණි,LOCATION
279,පුරවරය,LOCATION
279,ඉතා,OTHER
279,දියුණු,OTHER
279,සිත්ගන්නා,OTHER
279,උසස්,OTHER
279,තත්ත්වයක,OTHER
279,පැවති,OTHER
279,බව,OTHER
279,සන්දේශ,OTHER
279,කාව්‍යවලින්,OTHER
279,පැහැදිලි,OTHER
279,වෙනවා.,OTHER
279,කෝට්ටේ,LOCATION
279,කාලය,OTHER
279,වන,OTHER
279,විට,OTHER
279,මහා,OTHER
279,විහාර,LOCATION
279,පරම්පරාවේ,OTHER
279,ථෙරවාදී,OTHER
279,භික්ෂූන්,OTHER
279,වහන්සේලාගේ,OTHER
279,මූලස්ථානය,OTHER
279,වශයෙන්,OTHER
279,පුද,OTHER
279,පූජා,OTHER
279,ලද්දේ,OTHER
279,ද,OTHER
279,කැලණිය,LOCATION
279,විහාරස්ථානය,LOCATION
279,යි.,OTHER
280,කැලණිය,LOCATION
280,රජමහා,LOCATION
280,විහාරයේ,LOCATION
280,සංඝාවාසය,OTHER
280,ඉදිරිපිට,OTHER
280,බිත්තියකට,OTHER
280,සවිකර,OTHER
280,තිබෙන,OTHER
280,මේ,OTHER
280,පුවරු,OTHER
280,ලිපිය,OTHER
280,කරවා,OTHER
280,ඇත්තේ,OTHER
280,ක්‍රිස්තු,DATE
280,වර්ෂ,DATE
280,1509,DATE
280,දී,OTHER
280,කෝට්ටේ,LOCATION
280,ශ්‍රී,LOCATION
280,ජයවර්ධනපුර,LOCATION
280,රජ,LOCATION
280,කළ,OTHER
280,අටවන,PERSON
280,විර,PERSON
280,පරාක්‍රමබාහු,PERSON
280,රජු,OTHER
280,යි.,OTHER
280,මේ,OTHER
280,සෙල්ලිපිය,OTHER
280,ගැන,OTHER
280,මුලින්,OTHER
280,ම,LOCATION
280,අවධානය,OTHER
280,යොමු,OTHER
280,කළේ,OTHER
280,1871,LOCATION
280,දී,OTHER
280,එල්.,PERSON
280,ද,PERSON
280,සොයිසා,PERSON
280,නම්,OTHER
280,විද්වතා,OTHER
280,යි.,OTHER
280,ඔහු,OTHER
280,රාජකීය,ORGANIZATION
280,ආසියාතික,ORGANIZATION
280,සංගමයේ,ORGANIZATION
280,සඟරාවට,OTHER
280,ඒ,OTHER
280,ගැන,OTHER
280,ලිපියක්,OTHER
280,ලියා,OTHER
280,තිබෙනවා.,OTHER
280,පසුව,OTHER
280,එච්.,PERSON
280,සී.,PERSON
280,පී.,PERSON
280,"බෙල්,",OTHER
280,මහාචාර්ය,PERSON
280,සෙනරත්,PERSON
280,පරණවිතාන,PERSON
280,වැනි,OTHER
280,පුරාවිද්‍යාඥයන්,OTHER
280,ද,PERSON
280,මේ,OTHER
280,ගැන,OTHER
280,අදහස්,OTHER
280,පළ,OTHER
280,කර,OTHER
280,තිබෙනවා.,OTHER
280,වීර,PERSON
280,පරාක්‍රමබාහු,PERSON
280,රජු,OTHER
280,කැලණි,LOCATION
280,විහාරය,LOCATION
280,අලුත්වැඩියා,OTHER
280,කරවීම,OTHER
280,ගැනයි,OTHER
280,මෙහි,OTHER
280,විස්තර,OTHER
280,වන්නේ.,OTHER
281,සෙල්ලිපියේ,OTHER
281,අරුත,OTHER
281,මෙසේ,OTHER
281,යි:,OTHER
282,කැලණි,LOCATION
282,රජ,LOCATION
282,මහා,OTHER
282,විහාරයේ,OTHER
282,වැඩ,OTHER
282,හිඳ,OTHER
282,ධර්ම,OTHER
282,දේශනා,OTHER
282,කළා,OTHER
282,වූ,OTHER
282,උත්තම,OTHER
282,ස්ථානයක,OTHER
282,එහි,OTHER
282,මෙදවසට,OTHER
282,ජරාවාසව,OTHER
282,තිබෙන,OTHER
282,පින්කම්,OTHER
282,කවරේදැයි,OTHER
282,දැනගෙන,OTHER
282,චෛත්‍යය,OTHER
282,ආදී,OTHER
282,ජරාවාස,OTHER
282,වූ,OTHER
282,තැන්,OTHER
282,පිළිසකර,OTHER
282,කරවීමට,OTHER
282,නායක,OTHER
282,හිමියන්ට,OTHER
282,සහ,OTHER
282,පරාක්‍රමබාහු,PERSON
282,විජයකෝණාර,PERSON
282,ඇමැතිට,OTHER
282,නියෝග,OTHER
282,කර,OTHER
282,තිබෙනවා.,OTHER
282,චෛත්‍යයේ,OTHER
282,හුණු,OTHER
282,පිරියම්,OTHER
282,කර,OTHER
282,උතුරුදිග,OTHER
282,නවරියන්,OTHER
282,කළුගල්,OTHER
282,පවුරක්,OTHER
282,කරවා,OTHER
282,නැගෙනහිරට,OTHER
282,සඳකඩ,OTHER
282,පහණකින්,OTHER
282,යුක්ත,OTHER
282,ගල්පඩියකුත්,OTHER
282,බඳවා,OTHER
282,සමාධි,OTHER
282,පිළිම,OTHER
282,ගෙය.,OTHER
282,සාංඝික,OTHER
282,"වැසිකිළිය,",OTHER
282,බස්නාහිර,OTHER
282,වාසල‍,OTHER
282,ආදී,OTHER
282,තැන්,OTHER
282,අලුත්වැඩියා,OTHER
282,කරවා,OTHER
282,ඇති,OTHER
282,බවත්,OTHER
282,සඳහන්.,OTHER
282,මේ,OTHER
282,රජු,OTHER
282,කිත්සිරිමෙවන්,PERSON
282,කැලණියේ,LOCATION
282,සල,OTHER
282,පිළිමගෙයත්,OTHER
282,අලුත්වැඩියාවට,OTHER
282,ලක්,OTHER
282,කළ,OTHER
282,බව,OTHER
282,සෙල්ලිපියේ,OTHER
282,දැක්වෙනවා.,OTHER
283,කීර්ති,PERSON
283,ශ්‍රී,PERSON
283,රාජසිංහ,PERSON
283,රජ,OTHER
283,සමයට,OTHER
283,අයත්,OTHER
283,සෙල්ලිපිය,OTHER
284,වැලිවිට,PERSON
284,සරණංකර,PERSON
284,සංඝරාජ,PERSON
284,හිමියන්ගේ,PERSON
284,ශිෂ්‍ය,OTHER
284,දෙහිගස්පේ,PERSON
284,අත්ථදස්සී,PERSON
284,හිමියන්,PERSON
284,ද,PERSON
284,උන්වහන්සේගේ,OTHER
284,ශීෂ්‍ය,OTHER
284,මාපිටිගම,PERSON
284,බුද්ධරක්ඛිත,PERSON
284,හිමියන්,PERSON
284,ද,PERSON
284,ලන්දේසී,OTHER
284,පාලන,OTHER
284,කාලයේ,OTHER
284,දී,OTHER
284,කැලණිය,LOCATION
284,විහාරය,LOCATION
284,පිළිසකර,OTHER
284,කරවා,OTHER
284,තිබෙනවා.,OTHER
284,ඒ,OTHER
284,කිර්ති,PERSON
284,ශ්‍රී,PERSON
284,රජසිංහ,PERSON
284,රජුගේ,OTHER
284,අනුගහය,OTHER
284,යටතේ,OTHER
284,යි.,OTHER
284,එම,OTHER
284,පිළිසකර,OTHER
284,කිරීම්වලට,OTHER
284,ලන්දේසීන්,OTHER
284,ද,PERSON
284,විරුද්ධත්වයක්,OTHER
284,දක්වා,OTHER
284,නැහැ.,OTHER
284,මෙම,OTHER
284,සෙල්ලිපියෙන්,OTHER
284,කියවෙන්නේ,OTHER
284,එම,OTHER
284,ප්‍රතිසංස්කරණය,OTHER
284,ගැන,OTHER
284,යි.,OTHER
285,මෙය,OTHER
285,පිහිටුවා,OTHER
285,තිබෙන්නේ,OTHER
285,ක්‍රිස්තු,DATE
285,වර්ෂ,DATE
285,1767දි,DATE
285,යි.,OTHER
285,එකල,OTHER
285,යොදා,OTHER
285,ගත්,OTHER
285,නූතන,OTHER
285,සිංහල,OTHER
285,භාෂාව,OTHER
285,එහි,OTHER
285,දැකගත,OTHER
285,හැකි,OTHER
285,යි.,OTHER
285,සෙල්ලිපියේ,OTHER
285,අරුත,OTHER
285,මෙසේය:,OTHER
286,‘‘,OTHER
286,ශ්‍රී,OTHER
286,බුද්ධ,OTHER
286,වර්ෂයෙන්,OTHER
286,දෙදහස්,OTHER
286,තුන්සිය,OTHER
286,එකොලොස්,OTHER
286,වැන්නේ,OTHER
286,වෙසඟපුර,OTHER
286,පසලොස්වක,OTHER
286,ලත්,OTHER
286,ගුරු,OTHER
286,දින,OTHER
286,අතථදස්සී,PERSON
286,තෙර,PERSON
286,සාමීන්,OTHER
286,ප්‍රධාන,OTHER
286,කොට,OTHER
286,එම,OTHER
286,ශිෂ්‍ය,OTHER
286,වූ,OTHER
286,මාපිටිගම,PERSON
286,සාමණේර,PERSON
286,නම,OTHER
286,විසින්,OTHER
286,නටබුන්ව,OTHER
286,තිබු,OTHER
286,වෙහෙර,OTHER
286,වහන්සේ,OTHER
286,සහ,OTHER
286,විහාර,OTHER
286,මළුව,OTHER
286,වැඩ,OTHER
286,කරවා,OTHER
286,ගල්,OTHER
286,පිළිම,OTHER
286,නමක්,OTHER
286,නේත්‍රා,OTHER
286,ප්‍රතිෂ්ඨාපනය,OTHER
286,කළහ.,OTHER
287,බ්‍රිතාන්‍ය,LOCATION
287,දේශපාලනයේ,OTHER
287,මෙන්,OTHER
287,ම,LOCATION
287,ලෝක,OTHER
287,දේශපාලනයේ,OTHER
287,ද,OTHER
287,කැපී,OTHER
287,පෙනෙන,OTHER
287,අංගයක්,OTHER
287,වන,OTHER
287,බ්‍රිතාන්‍ය,LOCATION
287,රජ,OTHER
287,පවුලට,OTHER
287,අයත්,OTHER
287,දේපළ,OTHER
287,ගණනාවක්,OTHER
287,අතර,OTHER
287,සුවිසල්,OTHER
287,මාලිගා,OTHER
287,ගණනාවක්,OTHER
287,තිබේ.,OTHER
287,ලෝක,OTHER
